full_name	category	status	action	starred_at	pushed_at	archived	stars	language	topics	description
siddharthvaddem/openscreen	桌面 / 行動 App	1. 已封存	REVIEW	2026-04-03	2026-06-17	True	39905	TypeScript	electron|open-source|pixijs|screen-capture|screen-recorder	Create stunning demos for free. Open-source, no subscriptions, no watermarks, and free for commercial use. An alternative to Screen Studio.
mustafaaljadery/lightning-whisper-mlx	其他 / 未分類	4. 停更 (2-3年)	UNSTAR	2025-10-26	2024-05-08	False	958	Python		An extremely fast implementation of whisper optimized for Apple Silicon using MLX. 
vanna-ai/vanna	AI / LLM / Agent	1. 已封存	REVIEW	2025-07-16	2026-02-02	True	23816	Python	agent|ai|data-visualization|database|llm|rag|sql|text-to-sql	🤖 Chat with your SQL database 📊. Accurate Text-to-SQL Generation via LLMs using Agentic Retrieval 🔄.
FlowiseAI/Flowise	AI / LLM / Agent	1. 已封存	REVIEW	2024-12-25	2026-08-13	True	55425	TypeScript	agentic-ai|agentic-workflow|agents|artificial-intelligence|chatbot|chatgpt|javascript|langchain|large-language-models|low-code|multiagent-systems|no-code|openai|rag|react|typescript|workflow-automation	Build AI Agents, Visually
bytedance/monolith	其他 / 未分類	1. 已封存	UNSTAR	2024-12-22	2025-10-13	True	9292	Python		A Lightweight Recommendation System
SmartSchoolAI/ai-to-pptx	AI / LLM / Agent	1. 已封存	UNSTAR	2024-12-17	2026-06-12	True	1460	TypeScript	ai-to-pptx|aippt|chatgpt|chatgpt-pptx|chatgpt-to-|chatgpt-to-pptx|pptx|slides|vueppt	前端后端同时开源。 Ai-to-pptx是一个使用AI技术(DeepSeek)制作PPTX的助手，支持在线生成和导出PPTX。 主要功能: 1 使用DeepSeek等大语言模型来生成大纲 2 生成PPTX的时候可以选择不同的模板 3 支持导出PPTX
MikimotoH/furigana	其他 / 未分類	4. 停更 (2-3年)	UNSTAR	2024-11-25	2023-09-22	False	104	Python		Generate furigana from Japanese
rahulnyk/knowledge_graph_maker	其他 / 未分類	4. 停更 (2-3年)	UNSTAR	2024-09-13	2024-08-15	False	261	Python		
Team-xManager/xManager	桌面 / 行動 App	1. 已封存	UNSTAR	2024-09-11	2025-08-15	True	12165	Java	android|java	Ad-Free, New Features & Freedom
alpkeskin/mosint	安全 / 隱私	4. 停更 (2-3年)	REVIEW	2024-07-27	2024-02-02	False	6013	Go	automation|data-breach|email|email-checker|go|hacking|information-gathering|osint|osint-tool|pentest|pwn|python-hacking|social-media|socmint|verification-service	An automated e-mail OSINT tool
lllyasviel/Omost	媒體 / 影音處理	4. 停更 (2-3年)	REVIEW	2024-06-03	2024-07-26	False	7609	Python		Your image is almost there!
techinasia/bt-flutter	桌面 / 行動 App	4. 停更 (2-3年)	UNSTAR	2024-05-23	2024-05-23	False	1	Dart		The source code of BT's Flutter app, updated monthly
Brackeys/first-game-in-godot	遊戲開發	4. 停更 (2-3年)	UNSTAR	2024-05-02	2024-05-09	False	603	GDScript		Project files for our video on making your first game in Godot.
meta-llama/llama3	AI / LLM / Agent	1. 已封存	REVIEW	2024-04-21	2025-01-26	True	29234	Python		The official Meta Llama 3 GitHub site
dream-num/Luckysheet	前端 / UI	1. 已封存	UNSTAR	2024-04-21	2025-08-19	True	16643	JavaScript	canvas|chart|conditional-formatting|data-table|excel|formula|google-sheets|google-spreadsheet|javascript|office|pivot-tables|sparkline|spreadsheet|web-based|xlsx	Luckysheet upgraded to Univer
nashsu/FreeAskInternet	AI / LLM / Agent	4. 停更 (2-3年)	REVIEW	2024-04-10	2024-04-18	False	8747	Python		FreeAskInternet is a completely free, PRIVATE and LOCALLY running search aggregator & answer generate using MULTI LLMs, without GPU needed. The user can ask a question and the system will  make a multi engine search and combine the search result to LLM and generate the answer based on search results. It's all FREE to use. 
nilsherzig/LLocalSearch	AI / LLM / Agent	1. 已封存	UNSTAR	2024-04-06	2026-03-24	True	5945	Go	llm|search-engine	LLocalSearch is a completely locally running search aggregator using LLM Agents. The user can ask a question and the system will use a chain of LLMs to find the answer. The user can see the progress of the agents and the final answer. No OpenAI or Google API keys are needed.
fudan-generative-vision/champ	前端 / UI	4. 停更 (2-3年)	UNSTAR	2024-03-29	2024-07-10	False	4263	Python	human-animation|image-animatioln|video-generation	[ECCV 2024] Champ: Controllable and Consistent Human Image Animation with 3D Parametric Guidance
langchain-ai/langchain-extract	AI / LLM / Agent	1. 已封存	UNSTAR	2024-03-28	2026-02-10	True	1194	Rich Text Format	extraction|extraction-data|fastapi|langchain|langchain-python|llm|llms	🦜⛏️ Did you say you like data?
semanser/codel	AI / LLM / Agent	4. 停更 (2-3年)	UNSTAR	2024-03-27	2024-04-29	False	2476	TypeScript	agent|ai|autonomous-agents|bot|devin|llama2|llms|ollama|openai	✨ Fully autonomous AI Agent that can perform complicated tasks and projects using terminal, browser, and editor.
openinterpreter/aifs	其他 / 未分類	4. 停更 (2-3年)	UNSTAR	2024-03-25	2024-07-07	False	463	Python		Local semantic search. Stupidly simple.
lewis-007/MediaCrawler	其他 / 未分類	4. 停更 (2-3年)	UNSTAR	2024-03-23	2024-03-11	False	508	Python		
xai-org/grok-1	其他 / 未分類	4. 停更 (2-3年)	REVIEW	2024-03-19	2024-08-30	False	52217	Python		Grok open release
openai/grok	其他 / 未分類	1. 已封存	UNSTAR	2024-03-19	2024-03-19	True	4260	Python		
cbh123/stickerbaker	AI / LLM / Agent	4. 停更 (2-3年)	UNSTAR	2024-02-29	2024-05-14	False	1100	Elixir		Let's bake some (AI) stickers!
all-in-aigc/sorafm	AI / LLM / Agent	4. 停更 (2-3年)	UNSTAR	2024-02-23	2024-08-15	False	1153	TypeScript	ai-video-generator|ai-video-showcase|sora	Sora AI Video Generator by Sora.FM
SoraWebui/FakeSoraAPI	AI / LLM / Agent	4. 停更 (2-3年)	UNSTAR	2024-02-23	2024-02-24	False	259	TypeScript	api|openai|sora	Fake Sora API is an open-source project that simulates the yet-to-be-released OpenAI Sora API, enabling developers to prepare and test their applications in advance.
levihsu/OOTDiffusion	其他 / 未分類	4. 停更 (2-3年)	REVIEW	2024-02-23	2024-05-13	False	6586	Python		"[AAAI 2025] Official implementation of ""OOTDiffusion: Outfitting Fusion based Latent Diffusion for Controllable Virtual Try-on"""
reorproject/reor	AI / LLM / Agent	1. 已封存	UNSTAR	2024-02-16	2025-05-13	True	8567	JavaScript	ai|lancedb|llama|llamacpp|local-first|markdown|note-taking|ollama|pkm|rag|second-brain|vector-database	Private & local AI personal knowledge management app for high entropy people.
Stability-AI/StableCascade	機器學習 / 資料科學	4. 停更 (2-3年)	REVIEW	2024-02-16	2024-07-25	False	6537	Jupyter Notebook		Official Code for Stable Cascade
rocketseat-education/nlw-expert-nodejs	後端 / API / 框架	4. 停更 (2-3年)	UNSTAR	2024-02-10	2024-02-14	False	214	TypeScript		Real-time voting system built with Node.js
leptonai/search_with_lepton	AI / LLM / Agent	1. 已封存	UNSTAR	2024-01-28	2025-12-02	True	8064	TypeScript	ai|ai-applications|leptonai|llm	Building a quick conversation-based search demo with Lepton AI.
LiheYoung/Depth-Anything	其他 / 未分類	4. 停更 (2-3年)	REVIEW	2024-01-25	2024-07-17	False	8202	Python	depth-estimation|image-synthesis|metric-depth-estimation|monocular-depth-estimation	[CVPR 2024] Depth Anything: Unleashing the Power of Large-Scale Unlabeled Data. Foundation Model for Monocular Depth Estimation
instantX-research/InstantID	其他 / 未分類	4. 停更 (2-3年)	REVIEW	2024-01-25	2024-07-18	False	11988	Python		InstantID: Zero-shot Identity-Preserving Generation in Seconds 🔥
ZHO-ZHO-ZHO/ComfyUI-InstantID	媒體 / 影音處理	4. 停更 (2-3年)	UNSTAR	2024-01-25	2024-05-22	False	1444	Python	comfyui|stable-diffusion	Unofficial implementation of InstantID for ComfyUI
maybe-finance/maybe	後端 / API / 框架	1. 已封存	REVIEW	2024-01-15	2025-07-24	True	54296	Ruby	finance|hotwire|personal-finance|postgresql|ruby|ruby-on-rails|stimulusjs|turbo	The personal finance app for everyone
rauchg/next-ai-news	AI / LLM / Agent	4. 停更 (2-3年)	UNSTAR	2024-01-10	2024-02-14	False	849	TypeScript		
facebookresearch/audio2photoreal	機器學習 / 資料科學	1. 已封存	UNSTAR	2024-01-07	2024-09-15	True	2849	Python		Code and dataset for photorealistic Codec Avatars driven from audio
ccampbell/mousetrap	開發工具 / CLI	3. 長期停更 (>3年)	UNSTAR	2023-12-24	2023-03-15	False	11777	JavaScript	javascript|keyboard|keyboard-shortcuts|mousetrap	Simple library for handling keyboard shortcuts in Javascript
ali-vilab/AnyDoor	媒體 / 影音處理	4. 停更 (2-3年)	UNSTAR	2023-12-22	2024-04-08	False	4238	Python	image-composition|image-customization|image-editing|image-generation	Official implementations for paper: Anydoor: zero-shot object-level image customization
openai/weak-to-strong	其他 / 未分類	1. 已封存	UNSTAR	2023-12-20	2024-05-19	True	2552	Python		
adrianhajdin/event_platform	前端 / UI	4. 停更 (2-3年)	UNSTAR	2023-12-19	2024-07-20	False	958	TypeScript	clerk|next14|server-actions	Build an event organization web app like Eventbrite or Meetup with authentication, event management, search, filtering, categories, checkout, and payments using Next JS 14, Tailwind CSS, Shadcn, React Hook Form, Zod, Uploadthing, React-Datepicker, Mongoose, Clerk, and Stripe.
Flode-Labs/vid2densepose	其他 / 未分類	4. 停更 (2-3年)	UNSTAR	2023-12-09	2023-12-10	False	1102	Python	densepose|magic-animate	Convert your videos to densepose and use it on MagicAnimate
microsoft/TaskWeaver	AI / LLM / Agent	1. 已封存	UNSTAR	2023-12-05	2026-03-23	True	6170	Python	agent|ai-agents|code-interpreter|copilot|data-analysis|llm|openai	"The first ""code-first"" agent framework for seamlessly planning and executing data analytics tasks. "
pydantic/FastUI	前端 / UI	1. 已封存	UNSTAR	2023-12-04	2026-04-01	True	8950	Python	fastapi|pydantic|python|react	Build better UIs faster.
flowtyone/flowty-realtime-lcm-canvas	前端 / UI	4. 停更 (2-3年)	UNSTAR	2023-11-23	2023-12-02	False	1770	Python		A realtime sketch to image demo using LCM and the gradio library. 
disler/multi-agent-postgres-data-analytics	AI / LLM / Agent	4. 停更 (2-3年)	UNSTAR	2023-11-16	2024-07-24	False	887	Python		The way we interact with our data is changing.
Th3Wall/Fakeflix	前端 / UI	4. 停更 (2-3年)	UNSTAR	2023-11-15	2024-01-16	False	4947	JavaScript	firebase|react|react-hooks|react-hooks-form|react-router|redux|redux-persist|redux-saga|redux-thunk	Not the usual clone that you can find on the web.
langchain-ai/opengpts	其他 / 未分類	1. 已封存	UNSTAR	2023-11-13	2025-06-26	True	6726	Rich Text Format		
Planetary-Computers/autotab-starter	AI / LLM / Agent	4. 停更 (2-3年)	UNSTAR	2023-10-22	2023-12-12	False	1009	Python	agent|ai|automation|browser	Build browser agents for real world tasks
spdustin/ChatGPT-AutoExpert	AI / LLM / Agent	4. 停更 (2-3年)	REVIEW	2023-10-18	2024-01-17	False	6647	JavaScript		🚀🧠💬 Supercharged Custom Instructions for ChatGPT (non-coding) and ChatGPT Advanced Data Analysis (coding). 
localstack/localstack	開發工具 / CLI	1. 已封存	REVIEW	2023-09-29	2026-03-23	True	65131	Python	aws|cloud|continuous-integration|developer-tools|localstack|python|testing	💻 A fully functional local AWS cloud stack. Develop and test your cloud & Serverless apps offline
daveshap/ACE_Framework	AI / LLM / Agent	1. 已封存	UNSTAR	2023-09-21	2024-03-17	True	1504	Python		ACE (Autonomous Cognitive Entities) - 100% local and open source autonomous agents
OpenPipe/OpenPipe	AI / LLM / Agent	4. 停更 (2-3年)	UNSTAR	2023-09-16	2024-05-25	False	2830	TypeScript	ai|llm|llmops|prompt-engineering	Turn expensive prompts into cheap fine-tuned models
yoheinakajima/instagraph	其他 / 未分類	4. 停更 (2-3年)	UNSTAR	2023-09-16	2023-12-24	False	3553	Python		Converts text input or URL into knowledge graph and displays
hugapi/hug	開發工具 / CLI	4. 停更 (2-3年)	REVIEW	2023-09-07	2024-07-04	False	6881	Python	command-line|falcon|http|http-server|hug-api|python|python-api|python3	Embrace the APIs of the future. Hug aims to make developing APIs as simple as possible, but no simpler.
Externalizable/bongo.cat	其他 / 未分類	4. 停更 (2-3年)	UNSTAR	2023-09-05	2024-05-01	False	3782	JavaScript	bongo|bongo-cat|cat|meme	Hit the bongos like Bongo Cat!
microsoft/lida	AI / LLM / Agent	4. 停更 (2-3年)	UNSTAR	2023-08-28	2024-08-08	False	3275	Jupyter Notebook	cohere|datavisualization|hacktoberfest|llm|openai|openai-api|palm2|visualization	Automatic Generation of Visualizations and Infographics using Large Language Models
meta-llama/codellama	其他 / 未分類	1. 已封存	UNSTAR	2023-08-27	2024-08-12	True	16263	Python		Inference code for CodeLlama models
opentofu/manifesto	前端 / UI	1. 已封存	REVIEW	2023-08-27	2025-03-18	True	35661	HTML		The OpenTF Manifesto expresses concern over HashiCorp's switch of the Terraform license from open-source to the Business Source License (BSL) and calls for the tool's return to a truly open-source license.
getumbrel/llama-gpt	AI / LLM / Agent	4. 停更 (2-3年)	REVIEW	2023-08-21	2024-04-23	False	10938	TypeScript	ai|chatgpt|code-llama|codellama|gpt|gpt-4|gpt4all|llama|llama-2|llama-cpp|llama2|llamacpp|llm|localai|openai|self-hosted	A self-hosted, offline, ChatGPT-like chatbot. Powered by Llama 2. 100% private, with no data leaving your device. New: Code Llama support!
ramon-victor/freegpt-webui	AI / LLM / Agent	1. 已封存	UNSTAR	2023-08-20	2023-09-26	True	5614	Python	apifree|chatgpt|chatgpt-api|chatgpt-clone|freegpt|freegpt4|gpt-4|gpt-4-api|gpt-4-free|gpt-free|gpt-interface|gpt3|gpt3-api|gpt3-turbo|gpt4|gpt4all|gptfree|jailbreak|language-model|website	GPT 3.5/4 with a Chat Web UI. No API key required.
llSourcell/Doctor-Dignity	AI / LLM / Agent	4. 停更 (2-3年)	UNSTAR	2023-08-16	2023-09-21	False	3821	Python		Doctor Dignity is an LLM that can pass the US Medical Licensing Exam. It works offline, it's cross-platform, & your health data stays private.
jsgonsette/Wizium	其他 / 未分類	4. 停更 (2-3年)	UNSTAR	2023-08-13	2024-03-28	False	64	C++	backtracking-algorithm|crossword|crossword-generator|crossword-puzzle	Insanely fast crossword generator
t3dotgg/paycheck-extension	其他 / 未分類	4. 停更 (2-3年)	UNSTAR	2023-08-12	2023-10-31	False	226	JavaScript		poorly guess how much money a tweet is worth
riverrun/genxword	其他 / 未分類	3. 長期停更 (>3年)	UNSTAR	2023-08-10	2023-03-19	False	202	Python		Crossword generator written in Python.
jpatel2005/CrosswordGenerator	其他 / 未分類	4. 停更 (2-3年)	UNSTAR	2023-08-09	2024-08-02	False	8	JavaScript	crossword|crossword-generator|crossword-puzzle|crosswords|website	A website for generating crossword puzzles completely from scratch
ricklamers/gpt-code-ui	AI / LLM / Agent	4. 停更 (2-3年)	UNSTAR	2023-07-21	2024-03-20	False	3537	Python	chatgpt|gpt|llms|openai	An open source implementation of OpenAI's ChatGPT Code interpreter
guoyww/AnimateDiff	其他 / 未分類	4. 停更 (2-3年)	REVIEW	2023-07-14	2024-07-31	False	12237	Python		Official implementation of AnimateDiff.
thespicyweb/vanilla_breeze	前端 / UI	1. 已封存	UNSTAR	2023-07-14	2026-04-02	True	154	JavaScript		Convert Tailwind CSS to Semantic CSS
noodle-run/noodle	前端 / UI	1. 已封存	UNSTAR	2023-07-04	2024-10-17	True	12189	TypeScript	drizzle-orm|education|eslint|javascript|next|nextjs13|prettier|productivity-tool|react|redis|sqlite|tailwindcss|trpc|turso|typescript|upstash	Rethinking Student Productivity
techleadhd/chatgpt-retrieval	AI / LLM / Agent	4. 停更 (2-3年)	UNSTAR	2023-07-04	2024-03-04	False	1701	Python		
XingangPan/DragGAN	AI / LLM / Agent	4. 停更 (2-3年)	REVIEW	2023-06-29	2024-05-18	False	35752	Python	artificial-intelligence|generative-adversarial-network|generative-models|image-manipulation	Official Code for DragGAN (SIGGRAPH 2023)
ykdojo/kaguya	開發工具 / CLI	3. 長期停更 (>3年)	UNSTAR	2023-06-27	2023-08-31	False	1195	JavaScript		A ChatGPT plugin that allows you to load and edit your local files in a controlled way, as well as run any Python, JavaScript, and bash script. (No longer active - check https://github.com/ykdojo/safeclaw/)
AntonOsika/gpt-engineer	AI / LLM / Agent	1. 已封存	REVIEW	2023-06-14	2025-05-14	True	55107	Python	ai|autonomous-agent|code-generation|codebase-generation|codegen|coding-assistant|gpt-4|gpt-engineer|openai|python	CLI platform to experiment with codegen. Precursor to: https://lovable.dev
Fictiverse/Redream	後端 / API / 框架	4. 停更 (2-3年)	UNSTAR	2023-06-07	2023-11-25	False	1778	C#		Realtime Diffusion, using Automatic1111 Stable Diffusion API
opencx-labs/OpenChat	AI / LLM / Agent	1. 已封存	UNSTAR	2023-06-06	2024-02-27	True	5233	JavaScript		LLMs custom-chatbots console ⚡
smol-ai/developer	AI / LLM / Agent	4. 停更 (2-3年)	REVIEW	2023-05-28	2024-04-07	False	12187	Python		the first library to let you embed a developer agent in your own app!
Stability-AI/StableStudio	前端 / UI	4. 停更 (2-3年)	REVIEW	2023-05-20	2024-04-30	False	9048	TypeScript	frontend|ml|stability-ai|stable-diffusion	Community interface for generative AI
bigcode-project/starcoder	AI / LLM / Agent	4. 停更 (2-3年)	REVIEW	2023-05-10	2024-02-27	False	7508	Python		Home of StarCoder: fine-tuning & inference!
openai/shap-e	遊戲開發	4. 停更 (2-3年)	REVIEW	2023-05-08	2024-06-22	False	12266	Python		Generate 3D objects conditioned on text or images
richardyc/Chrome-GPT	AI / LLM / Agent	4. 停更 (2-3年)	UNSTAR	2023-05-06	2023-10-25	False	1742	Python	ai|autogpt|chatgpt|gpt-3-5-turbo|gpt-4|langchain	An AutoGPT agent that controls Chrome on your desktop
cirediatpl/FigmaChain	前端 / UI	3. 長期停更 (>3年)	UNSTAR	2023-05-03	2023-05-03	False	978	Python		FigmaChain is a set of Python scripts that generate HTML/CSS code based on Figma designs. Using OpenAI's GPT-3 model, FigmaChain enables developers to quickly generate HTML/CSS code from a Figma design input. It also includes a Streamlit-based chatbot interface for interactive code generation.
ttengwang/Caption-Anything	AI / LLM / Agent	3. 長期停更 (>3年)	UNSTAR	2023-04-28	2023-08-29	False	1777	Python	chatgpt|controllable-generation|controllable-image-captioning|image-captioning|segment-anything	Caption-Anything is a versatile tool combining image segmentation, visual captioning, and ChatGPT, generating tailored captions with diverse controls for user preferences. https://huggingface.co/spaces/TencentARC/Caption-Anything https://huggingface.co/spaces/VIPLab/Caption-Anything
AIGC-Audio/AudioGPT	媒體 / 影音處理	4. 停更 (2-3年)	REVIEW	2023-04-28	2024-07-06	False	10167	Python	audio|gpt|music|sound|speech|talking-head	AudioGPT: Understanding and Generating Speech, Music, Sound, and Talking Head
deep-floyd/IF	其他 / 未分類	4. 停更 (2-3年)	REVIEW	2023-04-28	2024-04-14	False	7801	Python		
UX-Decoder/Segment-Everything-Everywhere-All-At-Once	其他 / 未分類	4. 停更 (2-3年)	UNSTAR	2023-04-28	2024-08-19	False	4794	Python		"[NeurIPS 2023] Official implementation of the paper ""Segment Everything Everywhere All at Once"""
lvwzhen/law-cn-ai	AI / LLM / Agent	3. 長期停更 (>3年)	UNSTAR	2023-04-23	2023-06-23	False	4908	MDX	chatgpt|law|openai	⚖️ AI 法律助手
peterw/Gumroad-Landing-Page-Generator	AI / LLM / Agent	4. 停更 (2-3年)	UNSTAR	2023-04-23	2024-05-20	False	377	Python		This project is a Python script that scrapes data from a Gumroad site, generates a colorful and well-designed HTML page using OpenAI's GPT-4 model, and deploys the generated page to Vercel.
Significant-Gravitas/Auto-GPT-Plugin-Template	AI / LLM / Agent	4. 停更 (2-3年)	UNSTAR	2023-04-22	2024-07-16	False	786	Python		A starting point for developing your own plug-in for Auto-GPT
suno-ai/bark	機器學習 / 資料科學	4. 停更 (2-3年)	REVIEW	2023-04-21	2024-08-19	False	39261	Jupyter Notebook		🔊 Text-Prompted Generative Audio Model
muellerberndt/mini-agi	AI / LLM / Agent	3. 長期停更 (>3年)	UNSTAR	2023-04-18	2023-06-14	False	2898	Python	agent|agi|artificial-intelligence|gpt-3|gpt-4	MiniAGI is a simple general-purpose AI agent based on the OpenAI API.
mukulpatnaik/researchgpt	AI / LLM / Agent	1. 已封存	UNSTAR	2023-04-18	2023-11-21	True	3531	Python		A LLM based research assistant that allows you to have a conversation with a research paper
mayooear/ai-pdf-chatbot-langchain	AI / LLM / Agent	1. 已封存	UNSTAR	2023-04-17	2026-03-27	True	16595	TypeScript	agents|ai|chatbot|langchain|langgraph|nextjs|openai|pdf|typescript	AI PDF chatbot agent built with LangChain & LangGraph 
Significant-Gravitas/Auto-GPT-Plugins	AI / LLM / Agent	1. 已封存	UNSTAR	2023-04-17	2024-04-29	True	3826	Python		Plugins for Auto-GPT
facebookresearch/AnimatedDrawings	其他 / 未分類	1. 已封存	UNSTAR	2023-04-16	2025-09-03	True	12826	Python		"Code to accompany ""A Method for Animating Children's Drawings of the Human Figure"""
interstellard/chatgpt-advanced	AI / LLM / Agent	4. 停更 (2-3年)	REVIEW	2023-04-15	2024-08-13	False	6443	TypeScript	ai|browser-extension|chatgpt|chrome-extension|firefox-addon|firefox-extension	WebChatGPT: A browser extension that augments your ChatGPT prompts with web results.
biobootloader/wolverine	其他 / 未分類	4. 停更 (2-3年)	REVIEW	2023-04-12	2024-03-08	False	5071	Python		
Sanster/IOPaint	媒體 / 影音處理	1. 已封存	REVIEW	2023-04-12	2025-04-29	True	23340	Python	inpainting|lama|latent-diffusion|mat|pytorch|stable-diffusion|zits	Image inpainting tool powered by SOTA AI Model. Remove any unwanted object, defect, people from your pictures or erase and replace(powered by stable diffusion) any thing on your pictures.
reworkd/AgentGPT	AI / LLM / Agent	1. 已封存	REVIEW	2023-04-11	2025-04-29	True	36301	TypeScript	agent|agentgpt|agents|agi|ai|ai-agents|autogpt|baby-agi|gpt|langchain|llm|next|openai|t3|t3-stack	🤖 Assemble, configure, and deploy autonomous AI Agents in your browser.
Kent0n-Li/ChatDoctor	其他 / 未分類	4. 停更 (2-3年)	UNSTAR	2023-03-30	2024-05-17	False	3630	Python		
dice2o/BingGPT	桌面 / 行動 App	4. 停更 (2-3年)	REVIEW	2023-03-28	2024-02-08	False	8911	JavaScript	ai|app|bing|binggpt|chatgpt|copilot|desktop-app|edge|electron|gpt|gpt-4|linux|macos|microsoft|new-bing|windows	Desktop application of new Bing's AI-powered chat (Windows, macOS and Linux)
mailhog/MailHog	後端 / API / 框架	4. 停更 (2-3年)	REVIEW	2023-03-27	2024-02-13	False	16144	Go		Web and API based SMTP testing
showlab/Tune-A-Video	媒體 / 影音處理	4. 停更 (2-3年)	UNSTAR	2023-03-27	2023-10-25	False	4363	Python		[ICCV 2023] Tune-A-Video: One-Shot Tuning of Image Diffusion Models for Text-to-Video Generation
openai/chatgpt-retrieval-plugin	AI / LLM / Agent	4. 停更 (2-3年)	REVIEW	2023-03-26	2024-07-04	False	21224	Python	chatgpt|chatgpt-plugins	The ChatGPT Retrieval Plugin lets you easily find personal or work documents by asking questions in natural language.
deep-diver/LLM-As-Chatbot	AI / LLM / Agent	4. 停更 (2-3年)	UNSTAR	2023-03-24	2023-11-20	False	3319	Python		LLM as a Chatbot Service
fauxpilot/fauxpilot	AI / LLM / Agent	4. 停更 (2-3年)	REVIEW	2023-03-23	2024-04-09	False	14684	Python		FauxPilot - an open-source alternative to GitHub Copilot server
Chanzhaoyu/chatgpt-web	AI / LLM / Agent	1. 已封存	REVIEW	2023-03-23	2024-08-16	True	31480	Vue		用 Express 和  Vue3 搭建的 ChatGPT 演示网页
mckaywrigley/chatbot-ui	AI / LLM / Agent	4. 停更 (2-3年)	REVIEW	2023-03-22	2024-08-03	False	33343	TypeScript		AI chat for any model.
acheong08/EdgeGPT	AI / LLM / Agent	1. 已封存	UNSTAR	2023-03-17	2023-08-03	True	7847	Python	bing-ai|binggpt|chatgpt|edge|edgegpt|gpt|reverse-engineering	Reverse engineered API of Microsoft's Bing Chat AI
tloen/alpaca-lora	AI / LLM / Agent	4. 停更 (2-3年)	REVIEW	2023-03-17	2024-07-29	False	18911	Jupyter Notebook		Instruct-tune LLaMA on consumer hardware
brunosimon/folio-2019	其他 / 未分類	4. 停更 (2-3年)	UNSTAR	2023-03-17	2024-05-25	False	4739	JavaScript		
zai-org/ChatGLM-6B	AI / LLM / Agent	4. 停更 (2-3年)	REVIEW	2023-03-17	2024-06-27	False	40977	Python		ChatGLM-6B: An Open Bilingual Dialogue Language Model | 开源双语对话语言模型
m1guelpf/yt-whisper	AI / LLM / Agent	4. 停更 (2-3年)	UNSTAR	2023-03-16	2024-01-16	False	1445	Python	ffmpeg|openai|openai-whisper|subtitles|subtitles-generated|transcribe|whisper|youtube|youtube-dl	Using OpenAI's Whisper to automatically generate YouTube subtitles
antiboredom/videogrep	媒體 / 影音處理	4. 停更 (2-3年)	UNSTAR	2023-03-15	2024-04-19	False	3462	Python		automatic video supercuts with python
cocktailpeanut/dalai	AI / LLM / Agent	4. 停更 (2-3年)	REVIEW	2023-03-15	2024-06-18	False	12897	CSS	ai|llama|llm	The simplest way to run LLaMA on your local machine
chenfei-wu/TaskMatrix	其他 / 未分類	4. 停更 (2-3年)	REVIEW	2023-03-13	2024-01-06	False	33990	Python		
jessuni/shikwasa	媒體 / 影音處理	4. 停更 (2-3年)	UNSTAR	2023-03-08	2024-04-13	False	506	JavaScript	audio|html5audio|music-player|playback|player|podcast|podcast-player|podcasting|shikwasa|webplayer	 An audio player born for podcast
AbdullahAlfaraj/Auto-Photoshop-StableDiffusion-Plugin	AI / LLM / Agent	4. 停更 (2-3年)	REVIEW	2023-03-07	2024-04-22	False	7299	TypeScript	ai|ai-art|art|automatic1111|comfy|comfyui|comfyui-manager|photoshop|plugin|stable-diffusion	A user-friendly plug-in that makes it easy to generate stable diffusion images inside Photoshop using either Automatic or ComfyUI as a backend.
anse-app/chatgpt-demo	AI / LLM / Agent	4. 停更 (2-3年)	REVIEW	2023-03-05	2023-12-27	False	7935	TypeScript	astro|chatgpt|chatgpt4|gpt-3|gpt-35|gpt-35-turbo|openai|openai-api	Minimal web UI for ChatGPT. 
Nutlope/roomGPT	AI / LLM / Agent	4. 停更 (2-3年)	REVIEW	2023-03-04	2024-04-20	False	10673	TypeScript		Upload a photo of your room to generate your dream room with AI.
jamescalam/transformers	機器學習 / 資料科學	4. 停更 (2-3年)	UNSTAR	2023-02-27	2023-10-30	False	598	Jupyter Notebook		
phodal/understand-prompt	AI / LLM / Agent	3. 長期停更 (>3年)	UNSTAR	2023-02-25	2023-03-11	False	5564	Jupyter Notebook	ai|aigc|chatgpt|github-copilot|stable-diffusion	【🔞🔞🔞 内含不适合未成年人阅读的图片】基于我擅长的编程、绘画、写作展开的 AI 探索和总结：StableDiffusion 是一种强大的图像生成模型，能够通过对一张图片进行演化来生成新的图片。ChatGPT 是一个基于 Transformer 的语言生成模型，它能够自动为输入的主题生成合适的文章。而 Github Copilot 是一个智能编程助手，能够加速日常编程活动。
paperjs/paper.js	前端 / UI	4. 停更 (2-3年)	REVIEW	2023-02-25	2024-07-23	False	15073	JavaScript		The Swiss Army Knife of Vector Graphics Scripting – Scriptographer ported to JavaScript and the browser, using HTML5 Canvas. Created by @lehni & @puckey
ptrstn/deepl-translate	其他 / 未分類	1. 已封存	UNSTAR	2023-02-24	2022-03-13	True	200	Python		An unofficial python package to translate text using deepl.com
johnbumgarner/newspaper3_usage_overview	其他 / 未分類	4. 停更 (2-3年)	UNSTAR	2023-02-23	2024-01-02	False	153	Python	beautifulsoup|data-extraction|news|newspaper|newspaper3k|nlp-parsing|python|python-requests|scraping-websites	This repository provides usage examples for the Python module Newspaper3k.
